nid,title,anyo_produccion,body_value
2862,"Micaela, una película mágica",2001,"Una nena debe volver a pintar los colores de un mundo de fantasia que se convirtió en blanco y negro con un lápiz mégico en esta película infantil rodada parte con personas y parte en dibujos animados."
2863,"The x-mas clown",2001,"Un payaso recibe un regalo de navidad con una sorpresa."
2869,"Adiós, querida luna",2003,"En el futuro, devastadoras inundaciones azotarán a la Tierra. Una teoría de un astrónomo argentino adjudica estos cataclismos a la influencia que la Luna ejerce sobre nuestro planeta. Con el objetivo de ponerse a la vanguardia del mundo, el gobierno argentino, sin consultar a las grandes potencias, decide enviar una misión al espacio con el fin de eliminar a la Luna: la misión "Adiós querida Luna"."
2870,"Caja negra",2001,"Cuenta la historia de tres personajes: una jovencita que trabaja en una tintorería, un padre que sale de la cárcel y para en el Ejército de Salvación, y una anciana. "
2874,"Vamos ganando",2001,"La otra cara de la Guerra de Malvinas: el hambre, el valor y la muerte. Basado en hechos reales y de manera conmovedora,
el film se define como un corte de quince minutos en la mente de un soldado en pleno horror de la batalla."
2875,Torino,2001,"Un ambicioso mecánico recibe en su taller un 
lujoso Torino de carrera. Su fascinación por el auto lo pierde ante los reclamos de atención de su mujer. La obsesión por esta máquina lo llevará más allá de los límites imaginados."
2876,Viorica,2001,"Una mujer rumana, sabiéndose muy enferma, llega a Buenos Aires para encontrar a su padre y dejar a su hija con él. Este, en su desarraigo, trabaja esporádicamente y por las noches se refugia en un decadente cabaret de la Boca. La inesperada llegada lo hará intentar cambiar su vida, pero el y su nieta terminarán inmersos en la sordidez de ese ambiente."
2877,"Selective Hearing",2001,"El protagonista de esta historia es Jeff, un típico yuppie de 30 años atrapado en la vorágine de la ciudad de New York. Ante la aparición repentina de una sordera, Jeff, quien en su vida parece solo tener tiempo para los negocios, deberá recurrir por ayuda a aquellos por los que nunca se preocupó. Una experiencia que lo ayudará a descubrir nuevos horizontes."
2878,"Cayetano Casero",2001,"Documental acerca de Don Cayetano, un productor de vino artesanal."
2879,"Filmoteca Punch",2001,"Un testimonio sobre la actividad del estudio filmoteca. Imágenes inéditas."
2880,Iguales,2001,"A lo largo del siglo xx, las mujeres vivieron múltiples y profundos cambios, para igualarse en condiciones con sus compañeros varones."
2881,"Weekend, Snapshots... Sniffdog",2001,"Corto Experimental."
2882,"Los Colgados",2001,"Cortometraje de animación. Es la historia de cinco personajes reunidos alrededor de una mesa entre las cuales surgen diferentes situaciones que reflejan la existencia explícita y/o implícita del poder en las relaciones humanas."
2883,Heartdrop,2001,"Heartdrops es el retrato de tres mujeres abandonadas por sus parejas. Su encuentro casual enmarca las distintas reacciones ante el mismo dolor."
2884,"El otro cuarto",2001,"El otro cuarto es la parte oculta de luz, que intenta tapar la herida que comparte con su pareja. El camino por la mente de ella descubre los mecanismos posibles en esta relación de a dos. "
2885,"Proyecto mundo evolutivo",2001,"El apéndice, único organo dejado atrás por la evolución, es el último lazo que nos une con el bestial hombre primitivo. El Proyecto Mundo Evolutivo tiene como objetivo ayudar a la evolución del hombre y librar al mundo de la causa de todos los males que lo aflijen: el apéndice."
2886,Pisadero,2001,"Cuenta la dramática realidad de un oficio,el ladrillero.El trabajo del ladrillero en el horno esta plasmado en el elemento emblemático que liga hombres y caballos: el barro. El ladrillo continuación de aquel barro original, es barro amasado con sudor y sacrificio, es barro de pisadero. "
2887,"La Tierra",2001,""...El que mira la Pampa sólo contempla una cosa inmensa que está quieta debajo de las otras: la tierra. Todo aquello que se mueve, acciona, pasa, es inseguro. El ladrón de ganado, el viajero de incógnita intención, el carancho que atisba la carroña, el granizo, el viento, llevan consigo la destrucción y la inquietud. Sólo la tierra que invita a descansar y a morir permanece inalterable y fiel..." <br> Radiografía de la Pampa – Ezequiel Martinez Estrada "
2888,"El pantano de croar eterno",2001,"Kien y Kaisy son dos marionetas humanas que habitan en el pantano. Sus hilos son manejados por el músico. El recuerdo de tiempos pasados lo llevan a Kien a tomar conciencia de su condición, logrando desprenderse de las ataduras, accede a una corta libertad."
2889,Cruzamiento,2001,"Pensamientos cruzados de un ser que carga la cruz de la vida. "
2911,"El último malón",1918,"Reconstrucción de la última rebelión indígena de los Mocovíes en San Javier, al norte de la provincia de Santa Fe, en 1904."
2925,Aluap,1997,"El golpe militar del '76 hace que el cumpleaños de una pequeña niña llamada Paula no trasncurra con normalidad."
2926,"Pesque y pague",2003,"Un grupo de amigos van camino a un fin de semana de pesca, el auto los va llevando hacia los problemas. 
"
2927,"El viento",2005,"Luego del entierro de su hija Ema, Frank Osorio viaja por primera vez a Buenos Aires para comunicarle a su nieta Alina la muerte de su madre. Pero Frank no ha viajado a Buenos Aires sólo para hablar de la muerte de Ema. Este hombre tosco y receloso, acaso imprudente por su falta de urbanidad, tiene dos grandes secretos: el primero está relacionado con la identidad del padre de Alina; el segundo, con un crimen."
2928,"Un día de suerte",2002,"Una chica sin futuro y harta de Buenos Aires, se desespera por huir a la tierra de su abuelo, Italia."
2929,44,2000,"Darío, un nuevo inquilino, no puede dormir por las noches debido a los gritos del vecino de arriba. El tratará de averiguar qué pasa en el departamento 44."
2931,Ring-Raje,2001,"En los largos y calurosos días de verano, en los suburbios del Gran Buenos Aires, un grupo de chicos no tienen mejor idea que ir a tocar el timbre a la casa de una señora mayor. El protagonista, un niño de 12 años, es el único que percibe que la mujer "rejuvenece" cada vez que sale de su casa protestando con rabia."
2932,"¿Y dónde está el bebé?",2002,"Película infantil en la que una estrafalaria mujer detective debe recuperar a un pequeño bebé que fue raptado por una banda de malechores."
2934,"Luca Vive",2002,"Versión fílmica de la obra de teatro basada en la vida del popular cantante del grupo Sumo, Luca Prodan."
2935,"La mayor estafa al pueblo argentino",2002,"Este documental recorre la historia de la deuda externa desde sus inicios, dejando al descubierto la estafa que esconde. Basado en el juicio que le inició (y ganó) Alejandro Olmos al estado, al sentirse perjudicado por la deuda externa. Un documento histórico. Conozca a los responsables del mayor flagelo a nuestra república."
2936,"Secuestro y muerte de Mr. Dupont",1974,"Película que por su alto contenido politico fue censurada  por el gobierno militar y nunca estrenada."
2937,"La suerte está echada",1989,"Esta película es una adaptación de la novela de Juan Carlos Onetti llamada "La cara de la desgracia"."
2938,"Chile 672",2006,"Cuenta la vida de cuatro vecinos que se encuentran en una profunda soledad y luchan por dar cauce a sus sueños -a veces, a sus necesidades más básicas- en un entorno erosionado por la crisis económica, social, religiosa y moral."
2939,"El bonaerense",2002,"La vida rutinaria de un cerrajero en un pueblo pequeño y tranquilo de la Provincia de Buenos Aires transcurre lentamente entre contados trabajos de cerrajería y casi ninguna actividad adicional. Hasta que es detenido por la policía local y acusado de robo por abrir una caja fuerte a instancias del dueño de la cerrajería."
2940,Extraño,2003,"Axel es un hombre que ha dejado su profesión. Deambula entre los seres y las cosas. Hay en su transitar una cierta conciencia de un tiempo final. Un día conoce a una muchacha embarazada. Ella está sola y entre ambos nace una relación de mutua compañía, algo próximo al amor."
2941,"La soledad era esto",2001,"Tras la muerte de su madre, Elena descubrirá a través de diarios escritos y grabados que sus vidas eran similares."
2942,"El polaquito",2003,"Narra la historia de amor entre un chico de la calle que se gana la vida cantando en los trenes imitando a Goyeneche y una prostituta."
2944,"India Pravile",2003,"Film de humor negro que cuenta la historia de Enrique, un director de cine retirado, desactualizado y desocupado, que decide suicidarse ayudado por su nieto."
2948,"Relaciones carnales",2002,"Un policial en el que un hombre conoce el verdadero amor cuando se encuentra con la hija de su jefe, una artista plástica, con la que inicia una relación que termina en un crimen pasional."
2949,Delivery,2002,"Es la historia de un repartidor de pedidos especiales que trata de encauzar su vida entre los negocios turbios de su jefe y las tres mujeres que lo rodean: una tarotista, con la que mantiene una relación nunca confesada, su ex mujer y su hija de 7 años, que lo acompaña en las entregas."
2954,"Breccia x cuatro",1988,"Documental sobre el conocido dibujante Alberto Breccia y su familia."
2955,"Bajar es lo peor",2002,"Un taxi-boy rompe la relación con su novia y comienza un amor autodestructivo con otro joven."
2956,Territorio,1999,"Buenos Aires, 1999. La ciudad es como un zoológico en escala, y las especies que lo conforman son sus habitantes. Ellos construyen sus propias jaulas, que los mantienen a salvo dentro de los límites de cada dominio. Pero muy a menudo, algunos se animan a sobrepasar las barreras con clara intención de invadir el territorio. Entonces, lo que impera es la ley de la selva: todo se reduce a matar o morir."
2957,"Muerte en Moscú",1994,"Un caballero medieval juega al ajedrez contra la Muerte. Varios siglos después, ésta contraataca en Venecia. El bien y el mal en su lucha eterna, y el ser humano tratando de comprender su propia existencia. Mientras tanto, ajenos a todo esto, en Moscú dos hombres descubrirán, a su pesar, que el fumar es perjudicial para la salud. Ley 23.344. Los diálogos, emulando al ruso, están compuestos por nombres de directores de cine de todos los tiempos y subtitulado al español.
"
2960,"Una tarde feliz",2002,"Tres amigas y una perra (mascota de una de las chicas), deciden encontrarse en una plaza para pasar la tarde. Dos de ellas creen que la otra cumple años y deciden hacerle sendos regalos, pero todo se convierte en una suma de malentendido; no hay ni un cumpleaños y los regalos que le decidieron hacerle son exactamente iguales."
2961,"Leo 16",1995,"Una historia desarrollada integramente con personas y paisajes de la provincia de Salta."
2962,"Vladimir en Buenos Aires",2002,"Un inmigrante ruso llega a Buenos Aires con un proyecto, pero se encuentra con la indiferencia y las trabas burocráticas."
2963,"Los que trabajan",1964,"Montaje paralelo entre los frecuentes golpes de estado y enfrentamientos entre fracciones distintas en el seno de la fuerzas armadas que se sucedían permanentemente y opuestos al accionar persistente y constructivo de los trabajadores."
